event_id,user_id,event_name,event_timestamp,device_type,channel,product_id
220,U00032,view_product,2026-08-14 10:50:55,tablet,organic_search,P0021
245,U00036,view_home,2026-08-14 10:51:41,tablet,paid_search,
221,U00032,add_to_cart,2026-08-14 10:52:17,tablet,organic_search,P0021
222,U00032,checkout,2026-08-14 10:53:37,tablet,organic_search,P0021
1449,U00187,view_home,2026-08-14 12:13:27,mobile,email,
1450,U00187,view_product,2026-08-14 12:14:19,mobile,email,P0060
1451,U00187,view_home,2026-08-14 12:15:53,mobile,email,
3154,U00415,view_home,2026-08-14 12:19:42,tablet,email,
3155,U00415,view_product,2026-08-14 12:21:58,tablet,email,P0091
2929,U00387,view_home,2026-08-14 13:17:20,tablet,organic_search,
342,U00047,view_home,2026-08-14 13:49:45,mobile,paid_search,
343,U00047,view_product,2026-08-14 13:50:17,mobile,paid_search,P0053
344,U00047,add_to_cart,2026-08-14 13:51:30,mobile,paid_search,P0053
345,U00047,checkout,2026-08-14 13:53:39,mobile,paid_search,P0053
346,U00047,purchase,2026-08-14 13:54:10,mobile,paid_search,P0053
2486,U00328,view_home,2026-08-14 13:59:09,mobile,social,
2487,U00328,view_product,2026-08-14 13:59:19,mobile,social,P0004
2488,U00328,add_to_cart,2026-08-14 14:00:57,mobile,social,P0004
2489,U00328,checkout,2026-08-14 14:02:48,mobile,social,P0004
2681,U00351,view_home,2026-08-14 15:00:41,mobile,direct,
2682,U00351,view_product,2026-08-14 15:01:28,mobile,direct,P0020
2683,U00351,view_home,2026-08-14 15:03:18,mobile,direct,
2684,U00351,view_product,2026-08-14 15:03:49,mobile,direct,P0109
2685,U00351,view_home,2026-08-14 15:05:27,mobile,direct,
3675,U00483,view_home,2026-08-14 15:41:20,tablet,paid_search,
3676,U00483,view_product,2026-08-14 15:43:54,tablet,paid_search,P0087
3777,U00500,view_home,2026-08-14 16:23:41,tablet,paid_search,
3576,U00468,view_home,2026-08-14 17:36:48,mobile,direct,
3577,U00468,view_product,2026-08-14 17:37:24,mobile,direct,P0040
3578,U00468,view_home,2026-08-14 17:39:16,mobile,direct,
3579,U00468,view_product,2026-08-14 17:40:12,mobile,direct,P0011
2724,U00357,view_home,2026-08-14 17:59:20,desktop,paid_search,
2725,U00357,view_product,2026-08-14 18:00:48,desktop,paid_search,P0111
2079,U00273,view_home,2026-08-14 18:01:46,tablet,direct,
2726,U00357,add_to_cart,2026-08-14 18:01:48,desktop,paid_search,P0111
2080,U00273,view_product,2026-08-14 18:02:59,tablet,direct,P0104
2081,U00273,view_home,2026-08-14 18:04:22,tablet,direct,
2082,U00273,view_product,2026-08-14 18:05:22,tablet,direct,P0120
2083,U00273,view_home,2026-08-14 18:06:39,tablet,direct,
3127,U00412,view_home,2026-08-14 18:39:05,desktop,organic_search,
3128,U00412,view_product,2026-08-14 18:40:51,desktop,organic_search,P0064
3129,U00412,add_to_cart,2026-08-14 18:41:52,desktop,organic_search,P0064
2147,U00285,view_home,2026-08-14 18:59:09,mobile,direct,
2148,U00285,view_product,2026-08-14 18:59:30,mobile,direct,P0095
2149,U00285,add_to_cart,2026-08-14 19:01:08,mobile,direct,P0095
2084,U00273,view_product,2026-08-14 19:32:39,tablet,direct,P0035
2085,U00273,add_to_cart,2026-08-14 19:33:25,tablet,direct,P0035
1041,U00137,view_home,2026-08-14 21:36:11,desktop,paid_search,
1042,U00137,view_product,2026-08-14 21:36:21,desktop,paid_search,P0087
1043,U00137,add_to_cart,2026-08-14 21:37:13,desktop,paid_search,P0087
1234,U00160,view_home,2026-08-14 21:44:45,tablet,direct,
1235,U00160,view_product,2026-08-14 21:46:44,tablet,direct,P0107
3066,U00403,view_home,2026-08-14 21:46:51,mobile,organic_search,
3067,U00403,view_product,2026-08-14 21:47:31,mobile,organic_search,P0116
3068,U00403,add_to_cart,2026-08-14 21:48:02,mobile,organic_search,P0116
3069,U00403,checkout,2026-08-14 21:49:25,mobile,organic_search,P0116
3070,U00403,purchase,2026-08-14 21:51:24,mobile,organic_search,P0116
3110,U00409,view_home,2026-08-15 06:52:14,desktop,paid_search,
3111,U00409,view_product,2026-08-15 06:53:14,desktop,paid_search,P0029
3112,U00409,view_home,2026-08-15 06:53:40,desktop,paid_search,
3113,U00409,view_product,2026-08-15 06:53:56,desktop,paid_search,P0025
3114,U00409,view_home,2026-08-15 06:55:33,desktop,paid_search,
3668,U00483,view_home,2026-08-15 07:09:36,tablet,email,
3669,U00483,view_product,2026-08-15 07:10:39,tablet,email,P0076
3670,U00483,view_home,2026-08-15 07:11:37,tablet,email,
3671,U00483,view_product,2026-08-15 07:13:24,tablet,email,P0094
3672,U00483,add_to_cart,2026-08-15 07:14:59,tablet,email,P0094
3673,U00483,checkout,2026-08-15 07:17:00,tablet,email,P0094
3674,U00483,purchase,2026-08-15 07:19:15,tablet,email,P0094
3352,U00443,view_home,2026-08-15 08:05:00,tablet,organic_search,
3353,U00443,view_product,2026-08-15 08:06:01,tablet,organic_search,P0075
3354,U00443,view_home,2026-08-15 08:06:46,tablet,organic_search,
3355,U00443,view_product,2026-08-15 08:07:09,tablet,organic_search,P0024
924,U00121,view_home,2026-08-15 08:22:46,desktop,direct,
925,U00121,view_product,2026-08-15 08:24:13,desktop,direct,P0011
926,U00121,view_home,2026-08-15 08:25:32,desktop,direct,
927,U00121,view_product,2026-08-15 08:25:59,desktop,direct,P0048
1024,U00135,view_home,2026-08-15 08:26:47,mobile,direct,
1025,U00135,view_product,2026-08-15 08:27:26,mobile,direct,P0094
1026,U00135,view_home,2026-08-15 08:28:24,mobile,direct,
1027,U00135,view_product,2026-08-15 08:30:25,mobile,direct,P0100
1028,U00135,add_to_cart,2026-08-15 08:32:37,mobile,direct,P0100
1217,U00158,view_home,2026-08-15 09:20:50,tablet,organic_search,
1218,U00158,view_product,2026-08-15 09:21:21,tablet,organic_search,P0101
1219,U00158,add_to_cart,2026-08-15 09:24:18,tablet,organic_search,P0101
1220,U00158,checkout,2026-08-15 09:25:21,tablet,organic_search,P0101
109,U00017,view_home,2026-08-15 09:37:59,mobile,email,
110,U00017,view_product,2026-08-15 09:38:33,mobile,email,P0029
111,U00017,view_home,2026-08-15 09:38:41,mobile,email,
112,U00017,view_product,2026-08-15 09:40:00,mobile,email,P0040
2755,U00360,view_home,2026-08-15 10:58:53,desktop,organic_search,
2756,U00360,view_product,2026-08-15 10:59:26,desktop,organic_search,P0049
2757,U00360,view_home,2026-08-15 10:59:44,desktop,organic_search,
2758,U00360,view_product,2026-08-15 11:00:04,desktop,organic_search,P0023
2759,U00360,view_home,2026-08-15 11:01:16,desktop,organic_search,
2760,U00360,view_product,2026-08-15 11:03:29,desktop,organic_search,P0049
2761,U00360,add_to_cart,2026-08-15 11:06:03,desktop,organic_search,P0049
1991,U00262,view_home,2026-08-15 11:35:47,desktop,paid_search,
1992,U00262,view_product,2026-08-15 11:36:46,desktop,paid_search,P0089
1993,U00262,view_home,2026-08-15 11:38:28,desktop,paid_search,
1994,U00262,view_product,2026-08-15 11:38:47,desktop,paid_search,P0010
1995,U00262,view_home,2026-08-15 11:38:54,desktop,paid_search,
928,U00121,add_to_cart,2026-08-15 11:45:59,desktop,direct,P0048
929,U00121,checkout,2026-08-15 11:47:31,desktop,direct,P0048
930,U00121,purchase,2026-08-15 11:47:51,desktop,direct,P0048
1906,U00252,view_home,2026-08-15 11:50:01,mobile,email,
1907,U00252,view_product,2026-08-15 11:50:41,mobile,email,P0007
1908,U00252,view_home,2026-08-15 11:50:54,mobile,email,
1909,U00252,view_product,2026-08-15 11:53:10,mobile,email,P0065
2866,U00377,view_home,2026-08-15 11:54:10,mobile,paid_search,
2867,U00377,view_product,2026-08-15 11:55:05,mobile,paid_search,P0020
1910,U00252,add_to_cart,2026-08-15 11:55:34,mobile,email,P0065
2868,U00377,view_home,2026-08-15 11:56:07,mobile,paid_search,
2869,U00377,view_product,2026-08-15 11:57:49,mobile,paid_search,P0075
2870,U00377,add_to_cart,2026-08-15 12:00:03,mobile,paid_search,P0075
2871,U00377,checkout,2026-08-15 12:00:56,mobile,paid_search,P0075
2872,U00377,purchase,2026-08-15 12:01:50,mobile,paid_search,P0075
3520,U00461,view_home,2026-08-15 12:16:47,tablet,organic_search,
3521,U00461,view_product,2026-08-15 12:18:44,tablet,organic_search,P0119
2297,U00304,view_home,2026-08-15 12:22:39,mobile,email,
2298,U00304,view_product,2026-08-15 12:23:57,mobile,email,P0087
2299,U00304,view_home,2026-08-15 12:24:19,mobile,email,
2300,U00304,view_product,2026-08-15 12:25:30,mobile,email,P0086
2301,U00304,add_to_cart,2026-08-15 12:26:27,mobile,email,P0086
1311,U00170,view_home,2026-08-15 12:53:06,mobile,paid_search,
1312,U00170,view_product,2026-08-15 12:55:01,mobile,paid_search,P0014
152,U00024,view_home,2026-08-15 12:58:22,tablet,paid_search,
153,U00024,view_product,2026-08-15 13:00:29,tablet,paid_search,P0091
154,U00024,add_to_cart,2026-08-15 13:02:24,tablet,paid_search,P0091
155,U00024,checkout,2026-08-15 13:02:37,tablet,paid_search,P0091
3491,U00458,view_home,2026-08-15 14:08:20,mobile,direct,
3492,U00458,view_product,2026-08-15 14:11:09,mobile,direct,P0073
3380,U00446,view_home,2026-08-15 14:17:52,mobile,organic_search,
3381,U00446,view_product,2026-08-15 14:19:32,mobile,organic_search,P0089
3382,U00446,add_to_cart,2026-08-15 14:19:59,mobile,organic_search,P0089
2021,U00266,view_home,2026-08-15 16:05:01,mobile,email,
947,U00124,view_home,2026-08-15 16:28:48,mobile,email,
948,U00124,view_product,2026-08-15 16:29:15,mobile,email,P0023
949,U00124,view_home,2026-08-15 16:29:50,mobile,email,
950,U00124,view_product,2026-08-15 16:31:29,mobile,email,P0120
52,U00010,view_home,2026-08-15 16:42:44,desktop,organic_search,
53,U00010,view_product,2026-08-15 16:42:56,desktop,organic_search,P0030
54,U00010,view_home,2026-08-15 16:43:09,desktop,organic_search,
3478,U00454,view_home,2026-08-15 17:29:49,tablet,paid_search,
3479,U00454,view_product,2026-08-15 17:32:44,tablet,paid_search,P0005
3480,U00454,add_to_cart,2026-08-15 17:34:01,tablet,paid_search,P0005
3421,U00449,view_home,2026-08-15 18:07:55,mobile,paid_search,
2395,U00318,view_home,2026-08-15 18:33:10,mobile,organic_search,
2396,U00318,view_product,2026-08-15 18:35:58,mobile,organic_search,P0118
2660,U00349,view_home,2026-08-15 19:05:31,mobile,direct,
2661,U00349,view_product,2026-08-15 19:07:01,mobile,direct,P0018
2662,U00349,view_home,2026-08-15 19:08:14,mobile,direct,
2663,U00349,view_product,2026-08-15 19:09:47,mobile,direct,P0115
3251,U00429,view_home,2026-08-15 20:02:56,tablet,paid_search,
3252,U00429,view_product,2026-08-15 20:03:23,tablet,paid_search,P0094
3253,U00429,view_home,2026-08-15 20:05:22,tablet,paid_search,
3254,U00429,view_product,2026-08-15 20:05:46,tablet,paid_search,P0014
3255,U00429,add_to_cart,2026-08-15 20:06:03,tablet,paid_search,P0014
213,U00031,view_home,2026-08-15 20:07:15,tablet,direct,
214,U00031,view_product,2026-08-15 20:07:58,tablet,direct,P0111
215,U00031,view_home,2026-08-15 20:09:18,tablet,direct,
216,U00031,view_product,2026-08-15 20:10:17,tablet,direct,P0040
217,U00031,view_home,2026-08-15 20:11:34,tablet,direct,
218,U00031,view_product,2026-08-15 20:12:07,tablet,direct,P0058
1362,U00176,view_home,2026-08-15 20:33:59,mobile,direct,
1363,U00176,view_product,2026-08-15 20:35:10,mobile,direct,P0046
1364,U00176,add_to_cart,2026-08-15 20:36:45,mobile,direct,P0046
1365,U00176,checkout,2026-08-15 20:38:54,mobile,direct,P0046
1366,U00176,purchase,2026-08-15 20:41:28,mobile,direct,P0046
2030,U00267,view_home,2026-08-15 21:15:26,mobile,direct,
2031,U00267,view_product,2026-08-15 21:16:45,mobile,direct,P0076
2032,U00267,view_home,2026-08-15 21:17:24,mobile,direct,
1160,U00151,view_home,2026-08-15 21:22:13,mobile,email,
1161,U00151,view_product,2026-08-15 21:23:34,mobile,email,P0061
1162,U00151,view_home,2026-08-15 21:25:10,mobile,email,
1163,U00151,view_product,2026-08-15 21:25:47,mobile,email,P0072
1164,U00151,add_to_cart,2026-08-15 21:25:55,mobile,email,P0072
1165,U00151,checkout,2026-08-15 21:27:17,mobile,email,P0072
1166,U00151,purchase,2026-08-15 21:27:52,mobile,email,P0072
2947,U00389,view_home,2026-08-15 22:06:00,desktop,paid_search,
2948,U00389,view_product,2026-08-15 22:07:09,desktop,paid_search,P0067
2949,U00389,view_home,2026-08-15 22:08:47,desktop,paid_search,
2950,U00389,view_product,2026-08-15 22:10:22,desktop,paid_search,P0099
2951,U00389,add_to_cart,2026-08-15 22:11:44,desktop,paid_search,P0099
2952,U00389,checkout,2026-08-15 22:13:42,desktop,paid_search,P0099
2953,U00389,purchase,2026-08-15 22:15:29,desktop,paid_search,P0099
878,U00116,view_home,2026-08-16 06:50:13,mobile,email,
879,U00116,view_product,2026-08-16 06:50:40,mobile,email,P0120
880,U00116,view_home,2026-08-16 06:52:34,mobile,email,
881,U00116,view_product,2026-08-16 06:52:43,mobile,email,P0071
882,U00116,view_home,2026-08-16 06:54:30,mobile,email,
3151,U00414,view_home,2026-08-16 07:11:55,tablet,organic_search,
3152,U00414,view_product,2026-08-16 07:13:43,tablet,organic_search,P0036
3153,U00414,add_to_cart,2026-08-16 07:14:59,tablet,organic_search,P0036
3754,U00496,view_home,2026-08-16 10:09:24,tablet,direct,
3755,U00496,view_product,2026-08-16 10:09:55,tablet,direct,P0023
2732,U00358,view_home,2026-08-16 11:28:20,desktop,social,
2733,U00358,view_product,2026-08-16 11:29:49,desktop,social,P0069
2734,U00358,view_home,2026-08-16 11:30:50,desktop,social,
2735,U00358,view_product,2026-08-16 11:32:18,desktop,social,P0116
2736,U00358,add_to_cart,2026-08-16 11:33:56,desktop,social,P0116
2828,U00371,view_home,2026-08-16 11:49:21,desktop,paid_search,
2829,U00371,view_product,2026-08-16 11:50:42,desktop,paid_search,P0006
2830,U00371,add_to_cart,2026-08-16 11:51:15,desktop,paid_search,P0006
2831,U00371,checkout,2026-08-16 11:53:28,desktop,paid_search,P0006
2832,U00371,purchase,2026-08-16 11:54:00,desktop,paid_search,P0006
741,U00095,view_home,2026-08-16 11:55:57,mobile,email,
742,U00095,view_product,2026-08-16 11:56:48,mobile,email,P0015
743,U00095,view_home,2026-08-16 11:58:05,mobile,email,
744,U00095,view_product,2026-08-16 11:58:59,mobile,email,P0105
2640,U00345,view_home,2026-08-16 12:34:32,tablet,direct,
2641,U00345,view_product,2026-08-16 12:35:22,tablet,direct,P0112
2642,U00345,view_home,2026-08-16 12:36:09,tablet,direct,
86,U00014,view_home,2026-08-16 12:43:37,mobile,paid_search,
87,U00014,view_product,2026-08-16 12:44:20,mobile,paid_search,P0079
88,U00014,view_home,2026-08-16 12:46:08,mobile,paid_search,
629,U00083,view_home,2026-08-16 14:23:07,mobile,paid_search,
890,U00118,view_home,2026-08-16 14:26:43,mobile,social,
891,U00118,view_product,2026-08-16 14:27:13,mobile,social,P0094
892,U00118,view_home,2026-08-16 14:29:13,mobile,social,
893,U00118,view_product,2026-08-16 14:30:27,mobile,social,P0098
894,U00118,view_home,2026-08-16 14:32:13,mobile,social,
1001,U00132,view_home,2026-08-16 14:40:12,mobile,organic_search,
1002,U00132,view_product,2026-08-16 14:40:21,mobile,organic_search,P0065
1003,U00132,view_home,2026-08-16 14:41:39,mobile,organic_search,
2602,U00342,view_home,2026-08-16 14:41:48,desktop,email,
2603,U00342,view_product,2026-08-16 14:41:56,desktop,email,P0090
1004,U00132,view_product,2026-08-16 14:42:50,mobile,organic_search,P0103
2604,U00342,view_home,2026-08-16 14:43:26,desktop,email,
1005,U00132,view_home,2026-08-16 14:44:08,mobile,organic_search,
1006,U00132,view_product,2026-08-16 14:44:46,mobile,organic_search,P0051
2605,U00342,view_product,2026-08-16 14:45:30,desktop,email,P0081
277,U00041,view_home,2026-08-16 15:03:35,tablet,paid_search,
278,U00041,view_product,2026-08-16 15:03:45,tablet,paid_search,P0030
771,U00100,view_home,2026-08-16 15:23:36,desktop,social,
772,U00100,view_product,2026-08-16 15:25:27,desktop,social,P0021
2512,U00331,view_home,2026-08-16 15:34:22,mobile,social,
89,U00014,view_product,2026-08-16 15:42:08,mobile,paid_search,P0057
90,U00014,add_to_cart,2026-08-16 15:42:50,mobile,paid_search,P0057
91,U00014,checkout,2026-08-16 15:45:19,mobile,paid_search,P0057
92,U00014,purchase,2026-08-16 15:46:20,mobile,paid_search,P0057
3034,U00400,view_home,2026-08-16 16:07:00,mobile,paid_search,
3035,U00400,view_product,2026-08-16 16:07:11,mobile,paid_search,P0103
3036,U00400,view_home,2026-08-16 16:08:29,mobile,paid_search,
3037,U00400,view_product,2026-08-16 16:10:16,mobile,paid_search,P0079
79,U00012,view_home,2026-08-16 16:32:20,tablet,organic_search,
2513,U00331,view_product,2026-08-16 16:32:22,mobile,social,P0113
80,U00012,view_product,2026-08-16 16:33:48,tablet,organic_search,P0080
2514,U00331,add_to_cart,2026-08-16 16:34:26,mobile,social,P0113
2515,U00331,checkout,2026-08-16 16:35:50,mobile,social,P0113
2516,U00331,purchase,2026-08-16 16:36:42,mobile,social,P0113
895,U00118,view_product,2026-08-16 16:51:13,mobile,social,P0064
896,U00118,add_to_cart,2026-08-16 16:54:03,mobile,social,P0064
2819,U00368,view_home,2026-08-16 17:14:35,desktop,social,
2969,U00393,view_home,2026-08-16 18:44:18,tablet,organic_search,
2970,U00393,view_product,2026-08-16 18:45:00,tablet,organic_search,P0049
2971,U00393,view_home,2026-08-16 18:45:25,tablet,organic_search,
2972,U00393,view_product,2026-08-16 18:46:30,tablet,organic_search,P0020
2973,U00393,add_to_cart,2026-08-16 18:47:01,tablet,organic_search,P0020
2974,U00393,checkout,2026-08-16 18:49:25,tablet,organic_search,P0020
501,U00067,view_home,2026-08-16 20:23:17,mobile,organic_search,
502,U00067,view_product,2026-08-16 20:25:46,mobile,organic_search,P0047
503,U00067,add_to_cart,2026-08-16 20:26:10,mobile,organic_search,P0047
504,U00067,checkout,2026-08-16 20:28:20,mobile,organic_search,P0047
505,U00067,purchase,2026-08-16 20:30:55,mobile,organic_search,P0047
2289,U00303,view_home,2026-08-16 21:09:00,mobile,direct,
2290,U00303,view_product,2026-08-16 21:11:48,mobile,direct,P0065
2291,U00303,add_to_cart,2026-08-16 21:14:42,mobile,direct,P0065
3650,U00481,view_home,2026-08-16 22:43:32,tablet,social,
3651,U00481,view_product,2026-08-16 22:44:17,tablet,social,P0073
1570,U00204,view_home,2026-08-16 22:47:21,tablet,email,
1571,U00204,view_product,2026-08-17 02:17:21,tablet,email,P0043
1572,U00204,add_to_cart,2026-08-17 02:18:29,tablet,email,P0043
1631,U00210,view_home,2026-08-17 06:13:20,mobile,direct,
471,U00062,view_home,2026-08-17 06:39:59,tablet,paid_search,
117,U00018,view_home,2026-08-17 06:41:47,desktop,social,
1761,U00234,view_home,2026-08-17 08:24:46,tablet,email,
1762,U00234,view_product,2026-08-17 08:24:52,tablet,email,P0095
1763,U00234,view_home,2026-08-17 08:25:11,tablet,email,
1764,U00234,view_product,2026-08-17 08:25:57,tablet,email,P0036
866,U00115,view_home,2026-08-17 09:02:22,mobile,paid_search,
867,U00115,view_product,2026-08-17 09:03:01,mobile,paid_search,P0094
868,U00115,view_home,2026-08-17 09:04:59,mobile,paid_search,
869,U00115,view_product,2026-08-17 09:06:32,mobile,paid_search,P0096
2144,U00284,view_home,2026-08-17 10:17:12,tablet,direct,
2145,U00284,view_product,2026-08-17 10:17:41,tablet,direct,P0117
2146,U00284,add_to_cart,2026-08-17 10:19:11,tablet,direct,P0117
3356,U00443,view_home,2026-08-17 10:41:11,desktop,email,
3357,U00443,view_product,2026-08-17 10:42:32,desktop,email,P0031
3358,U00443,view_home,2026-08-17 10:43:21,desktop,email,
3359,U00443,view_product,2026-08-17 10:43:57,desktop,email,P0070
3360,U00443,add_to_cart,2026-08-17 10:45:28,desktop,email,P0070
3550,U00466,view_home,2026-08-17 10:59:28,tablet,organic_search,
3551,U00466,view_product,2026-08-17 11:00:33,tablet,organic_search,P0078
3552,U00466,view_home,2026-08-17 11:01:58,tablet,organic_search,
3553,U00466,view_product,2026-08-17 11:04:51,tablet,organic_search,P0074
2475,U00326,view_home,2026-08-17 11:30:38,tablet,email,
2476,U00326,view_product,2026-08-17 11:31:00,tablet,email,P0110
2477,U00326,view_home,2026-08-17 11:32:41,tablet,email,
2478,U00326,view_product,2026-08-17 11:33:55,tablet,email,P0025
1329,U00173,view_home,2026-08-17 11:34:56,tablet,email,
1330,U00173,view_product,2026-08-17 11:35:18,tablet,email,P0110
2479,U00326,add_to_cart,2026-08-17 11:35:31,tablet,email,P0025
1331,U00173,view_home,2026-08-17 11:37:13,tablet,email,
1332,U00173,view_product,2026-08-17 11:39:15,tablet,email,P0100
1399,U00181,view_home,2026-08-17 12:15:53,desktop,direct,
1400,U00181,view_product,2026-08-17 12:18:28,desktop,direct,P0016
1515,U00196,view_home,2026-08-17 12:33:13,mobile,direct,
1516,U00196,view_product,2026-08-17 12:33:25,mobile,direct,P0051
1517,U00196,add_to_cart,2026-08-17 12:34:50,mobile,direct,P0051
1518,U00196,checkout,2026-08-17 12:35:52,mobile,direct,P0051
3734,U00493,view_home,2026-08-17 12:37:45,tablet,social,
3735,U00493,view_product,2026-08-17 12:38:56,tablet,social,P0052
3736,U00493,view_home,2026-08-17 12:40:02,tablet,social,
3737,U00493,view_product,2026-08-17 12:41:38,tablet,social,P0096
1016,U00135,view_home,2026-08-17 12:58:23,tablet,direct,
1017,U00135,view_product,2026-08-17 12:58:32,tablet,direct,P0023
1018,U00135,view_home,2026-08-17 12:59:12,tablet,direct,
1019,U00135,view_product,2026-08-17 13:01:02,tablet,direct,P0074
1020,U00135,add_to_cart,2026-08-17 13:02:34,tablet,direct,P0074
3273,U00433,view_home,2026-08-17 13:06:26,tablet,email,
3274,U00433,view_product,2026-08-17 13:06:51,tablet,email,P0037
3275,U00433,view_home,2026-08-17 13:07:05,tablet,email,
3276,U00433,view_product,2026-08-17 13:09:25,tablet,email,P0009
2961,U00391,view_home,2026-08-17 14:36:55,mobile,direct,
2962,U00391,view_product,2026-08-17 14:37:15,mobile,direct,P0073
2963,U00391,view_home,2026-08-17 14:38:22,mobile,direct,
2964,U00391,view_product,2026-08-17 14:38:32,mobile,direct,P0047
2965,U00391,view_home,2026-08-17 14:40:26,mobile,direct,
2966,U00391,view_product,2026-08-17 14:43:12,mobile,direct,P0084
1462,U00189,view_home,2026-08-17 14:45:37,tablet,email,
1463,U00189,view_product,2026-08-17 14:46:13,tablet,email,P0026
1464,U00189,add_to_cart,2026-08-17 14:46:24,tablet,email,P0026
1465,U00189,checkout,2026-08-17 14:47:02,tablet,email,P0026
1466,U00189,purchase,2026-08-17 14:47:20,tablet,email,P0026
3260,U00430,view_home,2026-08-17 14:56:24,mobile,email,
3261,U00430,view_product,2026-08-17 14:57:21,mobile,email,P0029
564,U00076,view_home,2026-08-17 17:06:21,mobile,paid_search,
565,U00076,view_product,2026-08-17 17:07:45,mobile,paid_search,P0032
3262,U00430,add_to_cart,2026-08-17 18:23:21,mobile,email,P0029
2820,U00368,view_home,2026-08-17 18:45:37,desktop,direct,
3263,U00430,checkout,2026-08-17 19:33:21,mobile,email,P0029
2598,U00342,view_home,2026-08-17 20:02:25,tablet,email,
2599,U00342,view_product,2026-08-17 20:03:51,tablet,email,P0089
2600,U00342,view_home,2026-08-17 20:04:43,tablet,email,
2601,U00342,view_product,2026-08-17 20:06:39,tablet,email,P0066
1521,U00199,view_home,2026-08-17 20:45:54,mobile,organic_search,
2106,U00278,view_home,2026-08-17 21:42:31,tablet,organic_search,
2107,U00278,view_product,2026-08-17 21:44:58,tablet,organic_search,P0063
2108,U00278,add_to_cart,2026-08-17 21:46:17,tablet,organic_search,P0063
2627,U00344,view_home,2026-08-17 22:25:31,mobile,direct,
2628,U00344,view_product,2026-08-17 22:25:49,mobile,direct,P0112
2629,U00344,view_home,2026-08-17 22:27:15,mobile,direct,
2630,U00344,view_product,2026-08-17 22:27:41,mobile,direct,P0011
2631,U00344,view_home,2026-08-17 22:28:23,mobile,direct,
2632,U00344,view_product,2026-08-17 22:28:47,mobile,direct,P0081
2633,U00344,add_to_cart,2026-08-17 22:30:57,mobile,direct,P0081
298,U00043,view_home,2026-08-17 22:38:23,mobile,email,
299,U00043,view_product,2026-08-17 22:38:42,mobile,email,P0060
300,U00043,view_home,2026-08-17 22:38:56,mobile,email,
301,U00043,view_product,2026-08-17 22:41:56,mobile,email,P0096
3591,U00470,view_home,2026-08-18 07:39:07,tablet,paid_search,
3592,U00470,view_product,2026-08-18 07:41:27,tablet,paid_search,P0034
1367,U00176,view_home,2026-08-18 09:19:38,tablet,paid_search,
1368,U00176,view_product,2026-08-18 09:20:13,tablet,paid_search,P0095
1369,U00176,view_home,2026-08-18 09:20:48,tablet,paid_search,
2382,U00318,view_home,2026-08-18 09:29:33,tablet,organic_search,
2383,U00318,view_product,2026-08-18 09:30:56,tablet,organic_search,P0033
2384,U00318,view_home,2026-08-18 09:32:28,tablet,organic_search,
2385,U00318,view_product,2026-08-18 09:34:25,tablet,organic_search,P0089
567,U00077,view_home,2026-08-18 11:14:20,desktop,social,
1781,U00238,view_home,2026-08-18 12:05:52,mobile,email,
1782,U00238,view_product,2026-08-18 12:08:52,mobile,email,P0103
113,U00018,view_home,2026-08-18 12:23:32,tablet,social,
114,U00018,view_product,2026-08-18 12:24:45,tablet,social,P0043
115,U00018,view_home,2026-08-18 12:24:53,tablet,social,
116,U00018,view_product,2026-08-18 12:25:46,tablet,social,P0052
3233,U00426,view_home,2026-08-18 13:07:16,mobile,organic_search,
3072,U00404,view_home,2026-08-18 13:09:04,desktop,social,
3073,U00404,view_product,2026-08-18 13:09:48,desktop,social,P0022
3074,U00404,view_home,2026-08-18 13:11:34,desktop,social,
3075,U00404,view_product,2026-08-18 13:13:32,desktop,social,P0102
1378,U00178,view_home,2026-08-18 13:14:35,desktop,social,
1600,U00206,view_home,2026-08-18 13:31:09,desktop,paid_search,
1601,U00206,view_product,2026-08-18 13:33:09,desktop,paid_search,P0097
3510,U00461,view_home,2026-08-18 15:30:41,mobile,social,
870,U00115,view_home,2026-08-18 15:32:11,desktop,email,
3511,U00461,view_product,2026-08-18 15:33:02,mobile,social,P0114
871,U00115,view_product,2026-08-18 15:33:36,desktop,email,P0010
872,U00115,view_home,2026-08-18 15:34:44,desktop,email,
873,U00115,view_product,2026-08-18 15:35:47,desktop,email,P0066
874,U00115,view_home,2026-08-18 15:36:38,desktop,email,
875,U00115,view_product,2026-08-18 15:37:28,desktop,email,P0092
876,U00115,add_to_cart,2026-08-18 15:38:02,desktop,email,P0092
3234,U00426,view_product,2026-08-18 15:39:16,mobile,organic_search,P0060
3235,U00426,add_to_cart,2026-08-18 15:41:52,mobile,organic_search,P0060
3236,U00426,checkout,2026-08-18 15:44:48,mobile,organic_search,P0060
2170,U00288,view_home,2026-08-18 16:15:12,tablet,social,
2004,U00263,view_home,2026-08-18 16:33:14,mobile,email,
2005,U00263,view_product,2026-08-18 16:34:37,mobile,email,P0031
2006,U00263,view_home,2026-08-18 16:35:46,mobile,email,
2007,U00263,view_product,2026-08-18 16:38:22,mobile,email,P0021
3237,U00426,purchase,2026-08-18 17:49:48,mobile,organic_search,P0060
1444,U00187,view_home,2026-08-18 18:45:06,tablet,direct,
1445,U00187,view_product,2026-08-18 18:45:19,tablet,direct,P0025
1446,U00187,add_to_cart,2026-08-18 18:46:35,tablet,direct,P0025
1447,U00187,checkout,2026-08-18 18:46:45,tablet,direct,P0025
